name,issued,organization_name,organization_url,administration,agriculture,construction,crime,culture,education,energy,finances,geography,health,industry,legislation,mobility,national-economy,politics,population,prices,public-order,social-security,statistical-basis,territory,tourism,trade,work,nb_visits,nb_hits,sum_time_network,nb_hits_with_time_network,min_time_network,max_time_network,sum_time_server,nb_hits_with_time_server,min_time_server,max_time_server,sum_time_transfer,nb_hits_with_time_transfer,min_time_transfer,max_time_transfer,sum_time_dom_processing,nb_hits_with_time_dom_processing,min_time_dom_processing,max_time_dom_processing,sum_time_dom_completion,nb_hits_with_time_dom_completion,min_time_dom_completion,max_time_dom_completion,sum_time_on_load,nb_hits_with_time_on_load,min_time_on_load,max_time_on_load,sum_time_spent,bounce_count,exit_nb_visits,sum_daily_nb_uniq_visitors,avg_time_on_dimension,bounce_rate,exit_rate,metadata_segment,date
steuerstatistik-zu-juristischen-personen-im-kanton-zurich,11.11.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geb-vol-nebengebaude-anteil,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bestand-anderer-antrieb,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bestand-dieselmotor,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steuerkraft-ber-arith-mittel-3-jahre-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steuerertrag-politische-schulgemeinde-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bestand-elektromotor,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wahlbeteiligung-nationalrat,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neuzulassungen-hybridantrieb,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steuerkraft-berichtigt-pro-kopf-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hotelbetten-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bauinv-landwirtschaft-5-jahre-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
selbstfinanzierung-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
investitionsanteil,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kuhe-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
personenwagen-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steuerertrag-von-juristischen-personen-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geburtenrate-5-j-mittel-pro-1000-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
covid_19-massnahmen-im-kanton-zurich,06.11.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wahlarchiv-standeratswahlen,07.07.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vza-im-sekundarsektor-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fremdkapital-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geb-vol-dienstleistungen-anteil,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bestand-benzinmotor,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nrw-wahleranteil-sd,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neuzulassungen-anderer-antrieb,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steuerb-vermogen-naturl-pers-durchschn-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-3-zi-wohnungen,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
o-steuerbares-einkommen-naturliche-pers-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bevolkerung-reformiert-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-gewasserflache,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
total-arbeitsstatten-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geb-vol-wohnen-anteil,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reformierte-kirchensteuerpflichtige-anz,01.07.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vom-covid-19-lockdown-besonders-betroffene-haushalte,06.07.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nrw-wahleranteil-gp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-naturl-pers-an-allg-gemeindesteuern,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aerzte-pro-1000-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zl-bezugerquote-der-personen-ab-65-jahren,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
abstimmungsempfehlungen-von-kantonsrat-und-regierungsrat-des-kantons-zurich,04.09.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
krw-wahleranteil-sd,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anfragestatistik-des-data-shop-im-statistischen-amt-des-kantons-zurich,24.08.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
schul-berufsschule-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nettoaufwand-volkswirtschaft-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bevolkerung-anteil-40-64-jahrige,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
landwirtschaftsbetriebe-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steuerfuss-juristische-personen,18.11.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bevolkerungszunahme-5-jahre,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-4-personenhaushalte,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bevolkerung-anteil-20-39-jahrige,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-landwirtschaftsflache,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
verkaufe-von-unbebautem-land-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geburten-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
o-eigenkapital-steuerpfl-jur-pers-1000-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bauinv-strassen-pp-5-jahre-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wegzuge,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wahlarchiv-des-kantons-zurich,25.03.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
krw-wahleranteil-fdp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-gk-f,22.09.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-6-und-mehr-personenhaushalte,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
