name,issued,organization_name,organization_url,administration,agriculture,construction,crime,culture,education,energy,finances,geography,health,industry,legislation,mobility,national-economy,politics,population,prices,public-order,social-security,statistical-basis,territory,tourism,trade,work,nb_visits,nb_hits,nb_hits_with_time_generation,min_time_generation,max_time_generation,sum_time_network,nb_hits_with_time_network,min_time_network,max_time_network,sum_time_server,nb_hits_with_time_server,min_time_server,max_time_server,sum_time_transfer,nb_hits_with_time_transfer,min_time_transfer,max_time_transfer,sum_time_dom_processing,nb_hits_with_time_dom_processing,min_time_dom_processing,max_time_dom_processing,sum_time_dom_completion,nb_hits_with_time_dom_completion,min_time_dom_completion,max_time_dom_completion,sum_time_on_load,nb_hits_with_time_on_load,min_time_on_load,max_time_on_load,sum_time_spent,bounce_count,exit_nb_visits,sum_daily_nb_uniq_visitors,avg_time_on_dimension,bounce_rate,exit_rate,avg_time_generation,metadata_segment,date
covid_19-sterbeorte-kanton-zurich,04.12.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.695,1.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,3,0%,0%,0.431,dimension2==covid_19-sterbeorte-kanton-zurich,2021-02-28
covid_19-sterbeorte-kanton-zurich,04.12.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.695,1.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,3,0%,0%,0.431,dimension2==covid_19-sterbeorte-kanton-zurich,2021-02-28
covid_19-sterbeorte-kanton-zurich,04.12.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.695,1.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,3,0%,0%,0.431,dimension2==covid_19-sterbeorte-kanton-zurich,2021-02-28
ehedaten-kanton-zurich-16-bis-18-jahrhundert,09.06.2017,staatsarchiv-kanton-zuerich,https://opendata.swiss/organization/staatsarchiv-kanton-zuerich,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0.422,1,0.422,0.422,0,1,0,0,0.072,1,0.072,0.072,0.033,1,0.033,0.033,0.001,1,0.001,0.001,12,0,1,2,6,0%,50%,0,dimension2==ehedaten-kanton-zurich-16-bis-18-jahrhundert,2021-02-28
kantonsratsmitglieder-kanton-zurich-ab-1917,21.12.2018,staatsarchiv-kanton-zuerich,https://opendata.swiss/organization/staatsarchiv-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0.366,1,0.366,0.366,0.01,1,0.01,0.01,0.08,1,0.08,0.08,0.045,1,0.045,0.045,0,1,0,0,51,0,0,2,26,0%,0%,0,dimension2==kantonsratsmitglieder-kanton-zurich-ab-1917,2021-02-28
kantonsratsmitglieder-kanton-zurich-ab-1917,21.12.2018,staatsarchiv-kanton-zuerich,https://opendata.swiss/organization/staatsarchiv-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0.366,1,0.366,0.366,0.01,1,0.01,0.01,0.08,1,0.08,0.08,0.045,1,0.045,0.045,0,1,0,0,51,0,0,2,26,0%,0%,0,dimension2==kantonsratsmitglieder-kanton-zurich-ab-1917,2021-02-28
nettovermogen-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.827,0.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2,12,0%,0%,0.827,dimension2==nettovermogen-fr-einw,2021-02-28
bevolkerung-frauenanteil,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0.141,1,0.141,0.141,0.001,1,0.001,0.001,0.047,1,0.047,0.047,0.101,1,0.101,0.101,0,1,0,0,41,0,0,2,21,0%,0%,0,dimension2==bevolkerung-frauenanteil,2021-02-28
schul-kindergarten-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0.205,1,0.205,0.205,0,1,0,0,0.043,1,0.043,0.043,0.024,1,0.024,0.024,0,1,0,0,460,0,0,2,230,0%,0%,0,dimension2==schul-kindergarten-anz,2021-02-28
verkaufe-von-unbebautem-land-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0.008,3.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,2,15,0%,0%,0.778,dimension2==verkaufe-von-unbebautem-land-anz,2021-02-28
steuerertrag-politische-schulgemeinde-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.794,0.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,12,0%,0%,0.794,dimension2==steuerertrag-politische-schulgemeinde-mio-fr,2021-02-28
schul-oberstufe-pro-1000-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.932,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,5,0%,0%,0.932,dimension2==schul-oberstufe-pro-1000-einw,2021-02-28
anteil-4-zi-wohnungen,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.853,0.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,2,20,0%,0%,0.853,dimension2==anteil-4-zi-wohnungen,2021-02-28
eigenkapital-steuerpfl-jur-pers-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.443,0.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2,4,0%,50%,0.443,dimension2==eigenkapital-steuerpfl-jur-pers-mio-fr,2021-02-28
krw-wahleranteil-cvp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0.22,1,0.22,0.22,0.001,1,0.001,0.001,0.043,1,0.043,0.043,0.044,1,0.044,0.044,0.001,1,0.001,0.001,15,0,0,2,8,0%,0%,0,dimension2==krw-wahleranteil-cvp,2021-02-28
schul-kindergarten-pro-1000-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,2,116,0%,0%,0,dimension2==schul-kindergarten-pro-1000-einw,2021-02-28
heiraten-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2.166,1,2.166,2.166,4.006,1,4.006,4.006,0.069,1,0.069,0.069,0.038,1,0.038,0.038,0.001,1,0.001,0.001,8,0,1,2,4,0%,50%,0,dimension2==heiraten-anz,2021-02-28
15-jahresverbrauch-ha,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1.787,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,5,0%,0%,0.754,dimension2==15-jahresverbrauch-ha,2021-02-28
15-jahresverbrauch-ha,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1.787,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,5,0%,0%,0.754,dimension2==15-jahresverbrauch-ha,2021-02-28
15-jahresverbrauch-ha,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1.787,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,5,0%,0%,0.754,dimension2==15-jahresverbrauch-ha,2021-02-28
arbeitsstatten-im-tertiarsektor-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1.712,2.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,2,36,0%,0%,0.945,dimension2==arbeitsstatten-im-tertiarsektor-anz,2021-02-28
privathaushalte-total-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,1.111,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,2,8,0%,50%,1.111,dimension2==privathaushalte-total-anz,2021-02-28
bestand-benzinmotor,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0.887,0.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,1,2,29,0%,50%,0.889,dimension2==bestand-benzinmotor,2021-02-28
neuerstellte-wohnungen-whg,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.861,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,2,119,0%,0%,0.861,dimension2==neuerstellte-wohnungen-whg,2021-02-28
bevolkerungsdichte-einw-km2,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2.026,2.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,5,0%,0%,1.013,dimension2==bevolkerungsdichte-einw-km2,2021-02-28
bevolkerungsdichte-einw-km2,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,2.007,3.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,3,0%,0%,1.025,dimension2==bevolkerungsdichte-einw-km2,2021-02-28
bevolkerungsdichte-einw-km2,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,2.007,3.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,3,0%,0%,1.025,dimension2==bevolkerungsdichte-einw-km2,2021-02-28
bevolkerungsdichte-einw-km2,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,2.007,3.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,3,0%,0%,1.025,dimension2==bevolkerungsdichte-einw-km2,2021-02-28
altpapiermengen-tonnen,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0.283,1,0.283,0.283,0.004,1,0.004,0.004,0.051,1,0.051,0.051,0.035,1,0.035,0.035,0.001,1,0.001,0.001,5,0,1,2,3,0%,50%,0,dimension2==altpapiermengen-tonnen,2021-02-28
scheidungen-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0.151,1,0.151,0.151,0.004,1,0.004,0.004,0.101,1,0.101,0.101,0.076,1,0.076,0.076,0.001,1,0.001,0.001,112,0,0,2,37,0%,0%,0,dimension2==scheidungen-anz,2021-02-28
anteil-verkehrsflache,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.669,0.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,2,5,0%,50%,0.669,dimension2==anteil-verkehrsflache,2021-02-28
jugendquotient,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2.021,2.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,50%,100%,1.011,dimension2==jugendquotient,2021-02-28
leerwohnungsquote,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1.101,1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,2,15,0%,0%,1.101,dimension2==leerwohnungsquote,2021-02-28
abstimmungsarchiv-des-kantons-zurich1,26.02.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0.146,1,0.146,0.146,0.001,1,0.001,0.001,0.25,1,0.25,0.25,0.088,1,0.088,0.088,0.007,1,0.007,0.007,348,0,0,2,174,0%,0%,0,dimension2==abstimmungsarchiv-des-kantons-zurich1,2021-02-28
nettoinvestitionen-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0.156,1,0.156,0.156,0.004,1,0.004,0.004,0.139,1,0.139,0.139,0.399,1,0.399,0.399,0.002,1,0.002,0.002,6,0,1,2,3,0%,50%,0,dimension2==nettoinvestitionen-fr-einw,2021-02-28
panaschierstatistik-zu-den-nationalratswahlen-im-kanton-zurich,21.10.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,2,17,0%,0%,0,dimension2==panaschierstatistik-zu-den-nationalratswahlen-im-kanton-zurich,2021-02-28
bevolkerung-durchschnittsalter-jahre,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0.633,0.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,2,14,0%,0%,0.633,dimension2==bevolkerung-durchschnittsalter-jahre,2021-02-28
wohnungen-anteil-eigentumsobjekte,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0.409,1,0.409,0.409,0.007,1,0.007,0.007,0.043,1,0.043,0.043,0.051,1,0.051,0.051,0,1,0,0,1,0,1,2,1,0%,50%,0,dimension2==wohnungen-anteil-eigentumsobjekte,2021-02-28
verkaufe-mfh-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2.225,2.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,4,0%,0%,1.113,dimension2==verkaufe-mfh-anz,2021-02-28
steuerb-vermogen-naturl-pers-durchschn-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.536,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,2,58,0%,0%,0.536,dimension2==steuerb-vermogen-naturl-pers-durchschn-fr,2021-02-28
steuerkraft-arith-mittel-3-jahre-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.568,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,2,17,0%,0%,0.568,dimension2==steuerkraft-arith-mittel-3-jahre-mio-fr,2021-02-28
steuerb-vermogen-naturl-pers-median-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.756,0.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,1,2,48,0%,50%,0.756,dimension2==steuerb-vermogen-naturl-pers-median-fr,2021-02-28
neuerstellte-efh-whg,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0.001,1,0.001,0.001,0.074,1,0.074,0.074,0.006,1,0.006,0.006,0.003,1,0.003,0.003,6,0,1,2,3,0%,50%,0,dimension2==neuerstellte-efh-whg,2021-02-28
motorrader-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.574,1.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,11,0%,0%,0.511,dimension2==motorrader-anz,2021-02-28
motorrader-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.574,1.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,11,0%,0%,0.511,dimension2==motorrader-anz,2021-02-28
motorrader-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.574,1.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,11,0%,0%,0.511,dimension2==motorrader-anz,2021-02-28
selbstfinanzierungsanteil,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2.157,2.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,50%,100%,1.079,dimension2==selbstfinanzierungsanteil,2021-02-28
vom-covid-19-lockdown-besonders-betroffene-haushalte,06.07.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0.947,0.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,2,21,0%,0%,0.947,dimension2==vom-covid-19-lockdown-besonders-betroffene-haushalte,2021-02-28
unfalle-pro-1000-einw,22.09.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.499,0.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,2,18,0%,0%,0.499,dimension2==unfalle-pro-1000-einw,2021-02-28
gemeindebeitrag-an-zvv-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,2,449,0%,0%,0.53,dimension2==gemeindebeitrag-an-zvv-fr-einw,2021-02-28
lufttemperatur-und-luftfeuchte-lora-sensor-messwerte,31.03.2020,awel-kanton-zuerich,https://opendata.swiss/organization/awel-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1.735,1.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,1,95,0%,0%,1.735,dimension2==lufttemperatur-und-luftfeuchte-lora-sensor-messwerte,2021-02-28
lernende-der-offentlichen-volksschule-nach-schulgemeinden-im-kanton-zurich,02.12.2019,bildungsstatistik-kanton-zuerich,https://opendata.swiss/organization/bildungsstatistik-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.641,0.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,28,0%,0%,0.641,dimension2==lernende-der-offentlichen-volksschule-nach-schulgemeinden-im-kanton-zurich,2021-02-28
statistik-der-informationszugangsgesuche-nach-idg-des-kantons-zurich,05.12.2019,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.595,0.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,0%,0%,0.595,dimension2==statistik-der-informationszugangsgesuche-nach-idg-des-kantons-zurich,2021-02-28
ehedaten-kanton-zurich-16-bis-18-jahrhundert,09.06.2017,staatsarchiv-kanton-zuerich,https://opendata.swiss/organization/staatsarchiv-kanton-zuerich,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.818,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,8,0%,0%,0.818,dimension2==ehedaten-kanton-zurich-16-bis-18-jahrhundert,2021-02-28
motorrad-neuzulasssungen-pro-1000-einw-anz,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.494,0.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0%,100%,0.494,dimension2==motorrad-neuzulasssungen-pro-1000-einw-anz,2021-02-28
steuerb-einkommen-naturl-pers-75-quantil-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.148,1.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,8,0%,0%,1.148,dimension2==steuerb-einkommen-naturl-pers-75-quantil-fr,2021-02-28
